Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
352,527132090,120,RL,61.0,7380,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,341.0,Unf,0.0,1077.0,1418.0,GasA,Ex,Y,SBrkr,1478,0,0,1478,1.0,0.0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2.0,495.0,TA,TA,Y,168,43,0,0,0,0,,,,0,7,2009,WD ,Normal,240000
353,527146010,120,RL,57.0,8013,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,741.0,Unf,0.0,846.0,1587.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,1995.0,RFn,2.0,528.0,TA,TA,Y,52,50,0,0,0,0,,,,0,9,2009,WD ,Normal,239500
354,527161040,80,RL,57.0,8923,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,189.0,Unf,0.0,195.0,384.0,GasA,Gd,Y,SBrkr,751,631,0,1382,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,396.0,TA,TA,Y,256,0,0,0,0,0,,,,0,2,2009,WD ,Normal,177500
355,527162110,60,RL,74.0,10141,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,0,94,0,0,291,0,,,,0,12,2009,WD ,Normal,185000
356,527162120,60,RL,60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,0.0,476.0,952.0,GasA,Gd,Y,SBrkr,952,684,0,1636,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,440.0,TA,TA,Y,0,84,0,0,0,0,,,,0,10,2009,WD ,Normal,191000
357,527163040,60,RL,59.0,7837,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,799.0,799.0,GasA,Gd,Y,SBrkr,799,772,0,1571,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2009,WD ,Normal,178000
358,527163070,60,RL,,9765,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310.0,Unf,0.0,370.0,680.0,GasA,Gd,Y,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2.0,420.0,TA,TA,Y,232,63,0,0,0,0,,,Shed,480,4,2009,WD ,Normal,185000
359,527163130,60,RL,,8803,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,600.0,Unf,0.0,107.0,707.0,GasA,Gd,Y,SBrkr,707,809,0,1516,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,409.0,TA,TA,Y,0,46,0,0,0,0,,,,0,7,2009,WD ,Normal,181316
360,527164020,20,RL,58.0,7250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1190,0,0,1190,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Unf,2.0,430.0,TA,TA,Y,0,21,0,0,0,0,,,,0,11,2009,WD ,Normal,166000
361,527164060,60,RL,,9636,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,808.0,808.0,GasA,Gd,Y,SBrkr,808,785,0,1593,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2.0,389.0,TA,TA,Y,342,40,0,0,0,0,,MnPrv,,0,12,2009,WD ,Normal,178000
362,527164090,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,702,779,0,1481,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2.0,343.0,TA,TA,Y,0,36,0,0,0,0,,,,0,3,2009,WD ,Normal,174000
363,527165130,20,RL,,9248,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560.0,Unf,0.0,598.0,1158.0,GasA,Gd,Y,SBrkr,1167,0,0,1167,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1992.0,RFn,2.0,400.0,TA,TA,Y,120,26,0,0,0,0,,,,0,7,2009,WD ,Normal,173000
364,527166010,60,RL,,10762,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,284.0,978.0,GasA,Ex,Y,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2.0,490.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,225000
365,527180100,20,RL,99.0,11851,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1424.0,1424.0,GasA,Ex,Y,SBrkr,1442,0,0,1442,0.0,0.0,2,0,3,1,TA,5,Typ,0,,Attchd,1990.0,RFn,2.0,500.0,TA,TA,Y,0,34,0,508,0,0,,,,0,5,2009,WD ,Normal,180500
366,527182110,120,RL,,5814,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,184.0,1220.0,GasA,Gd,Y,SBrkr,1360,0,0,1360,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Ex,Attchd,1984.0,RFn,2.0,565.0,TA,TA,Y,63,0,0,0,0,0,,,,0,8,2009,COD,Abnorml,187500
367,527214050,20,RL,63.0,17423,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,0.0,312.0,2216.0,GasA,Ex,Y,SBrkr,2234,0,0,2234,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3.0,1166.0,TA,TA,Y,0,60,0,0,0,0,,,,0,7,2009,New,Partial,501837
368,527254020,20,RL,80.0,11844,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,2046.0,2046.0,GasA,Ex,Y,SBrkr,2046,0,0,2046,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,834.0,TA,TA,Y,322,82,0,0,0,0,,,,0,7,2009,New,Partial,372500
369,527258020,20,RL,124.0,16158,Pave,,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,ALQ,1274.0,Unf,0.0,256.0,1530.0,GasA,Ex,Y,SBrkr,1530,0,0,1530,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,168,36,0,0,0,0,,,,0,6,2009,WD ,Normal,260000
370,527276160,60,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,TA,TA,PConc,Gd,TA,No,ALQ,400.0,Unf,0.0,722.0,1122.0,GasA,Ex,Y,SBrkr,946,988,0,1934,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Unf,2.0,567.0,TA,TA,P,0,176,0,0,200,0,,,,0,7,2009,WD ,Normal,185000
371,527301320,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692.0,Unf,0.0,153.0,845.0,GasA,TA,Y,SBrkr,1153,1200,0,2353,1.0,0.0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2.0,484.0,TA,TA,Y,288,195,0,0,0,0,,GdPrv,,0,8,2009,WD ,Normal,260000
372,527302175,20,RL,48.0,17043,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0.0,Unf,0.0,1362.0,1362.0,GasA,TA,Y,SBrkr,1586,0,0,1586,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2.0,435.0,TA,TA,Y,192,0,0,0,0,0,,,,0,1,2009,WD ,Normal,181000
373,527326040,20,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822.0,Unf,0.0,564.0,1386.0,GasA,TA,Y,SBrkr,1411,0,0,1411,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Fin,2.0,544.0,TA,TA,Y,192,0,0,0,0,0,,,,0,4,2009,WD ,Family,82500
374,527326150,20,RL,,16635,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246.0,Unf,0.0,356.0,1602.0,GasA,Gd,Y,SBrkr,1602,0,0,1602,0.0,1.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,529.0,TA,TA,Y,240,0,0,0,0,0,,,,0,6,2009,WD ,Normal,215000
375,527352150,60,RL,,13250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,SBrkr,1154,896,0,2050,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1978.0,RFn,2.0,529.0,TA,TA,Y,192,192,0,0,0,0,,,,0,5,2009,WD ,Abnorml,154000
376,527353020,20,RL,80.0,10928,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,TA,TA,PConc,TA,TA,No,LwQ,363.0,Unf,0.0,1064.0,1427.0,GasA,TA,Y,SBrkr,1671,0,0,1671,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,484.0,TA,TA,Y,252,55,0,0,0,0,,,,0,8,2009,WD ,Normal,200000
377,527353060,60,RL,,12388,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229.0,TA,TA,CBlock,Gd,TA,No,ALQ,602.0,Unf,0.0,441.0,1043.0,GasA,TA,Y,SBrkr,1539,1134,0,2673,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1980.0,RFn,2.0,441.0,TA,TA,Y,178,84,0,0,0,0,,,,0,8,2009,WD ,Normal,249000
378,527354100,80,RL,,14115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,336.0,1372.0,GasA,TA,Y,SBrkr,1472,0,0,1472,1.0,0.0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2.0,588.0,TA,TA,Y,233,48,0,0,0,0,,,,0,6,2009,WD ,Normal,187500
379,527354200,20,RL,80.0,11088,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,0.0,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,0,1707,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Fin,2.0,479.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,184000
380,527355150,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0.0,1420.0,2524.0,GasA,TA,Y,SBrkr,2524,0,0,2524,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1981.0,Fin,2.0,542.0,TA,TA,Y,474,120,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,278000
381,527356040,20,RL,82.0,11880,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704.0,Unf,0.0,567.0,1271.0,GasA,TA,Y,SBrkr,1601,0,0,1601,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,478.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,COD,Abnorml,157000
382,527359050,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,TA,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2.0,479.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2009,WD ,Family,152000
383,527359180,60,RL,,10304,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381.0,Unf,0.0,399.0,780.0,GasA,Ex,Y,SBrkr,1088,780,0,1868,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,448,96,0,0,0,0,,,,0,10,2009,WD ,Normal,197500
384,527364030,60,FV,70.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,622.0,Unf,0.0,304.0,926.0,GasA,Ex,Y,SBrkr,1016,868,0,1884,1.0,0.0,2,1,3,1,Ex,7,Typ,1,Ex,Attchd,2003.0,RFn,2.0,581.0,TA,TA,Y,0,35,0,0,0,0,,,,0,6,2009,WD ,Normal,240900
385,527365030,60,FV,75.0,8004,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544.0,Unf,0.0,288.0,832.0,GasA,Ex,Y,SBrkr,832,1103,0,1935,1.0,0.0,2,1,3,1,TA,8,Typ,0,,BuiltIn,2009.0,Fin,2.0,552.0,TA,TA,Y,0,150,0,0,0,0,,,,0,12,2009,New,Partial,263435
386,527366030,60,FV,,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1058.0,1058.0,GasA,Ex,Y,SBrkr,1058,816,0,1874,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,588.0,TA,TA,Y,0,134,0,0,0,0,,,,0,3,2009,WD ,Normal,220000
387,527368010,60,FV,,8470,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,225.0,ALQ,276.0,471.0,972.0,GasA,Ex,Y,SBrkr,972,839,0,1811,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,565.0,TA,TA,Y,225,48,0,0,0,0,,,,0,10,2009,WD ,Normal,235000
